SEQ_NO,ISBN_THIRTEEN_NO,VLM_NM,TITLE_NM,AUTHR_NM,PUBLISHER_NM,PBLICTE_DE,ADTION_SMBL_NM,PRC_VALUE,IMAGE_URL,BOOK_INTRCN_CN,KDC_NM,TITLE_SBST_NM,AUTHR_SBST_NM,TWO_PBLICTE_DE,INTNT_BOOKST_BOOK_EXST_AT,PORTAL_SITE_BOOK_EXST_AT,ISBN_NO
"6352597","9788900465853","2","빠작 초등 국어 비문학 독해 2단계 (1,2학년) - 바른 독해법으로 훈련하는 초등 비문학 독해 기본서","구주영 (지은이)","동아출판","","","12000","https://image.aladin.co.kr/product/28248/97/cover/8900465856_1.jpg","1~2학년 필수 영역 10개에 따른 지문 40편을 엄선하여 수록하였다. 언어, 실용/생활, 사회, 문화, 경제, 자연/과학, 기술, 예술, 인물, 안전/위생 등의 지문을 읽고 독해할 수 있다.","","빠작초등국어비문학독해2단계1,2학년바른독해법으로훈련하는초등비문학독해기본서","구주영지은이","2021-11-05","Y","Y",""
"6352598","9788900465860","3","빠작 초등 국어 비문학 독해 3단계 (3,4학년) - 바른 독해법으로 훈련하는 초등 비문학 독해 기본서","구주영 (지은이)","동아출판","","","12000","https://image.aladin.co.kr/product/28248/97/cover/8900465864_1.jpg","3~4학년 필수 영역 10개에 따른 지문 40편을 엄선하여 수록하였다. 언어, 역사, 사회, 문화, 경제, 과학, 기술, 예술, 인물, 환경 등의 지문을 읽고 독해할 수 있다.","","빠작초등국어비문학독해3단계3,4학년바른독해법으로훈련하는초등비문학독해기본서","구주영지은이","2021-11-05","Y","Y",""
"6352599","9788900465877","4","빠작 초등 국어 비문학 독해 4단계 (3,4학년) - 바른 독해법으로 훈련하는 초등 비문학 독해 기본서","구주영 (지은이)","동아출판","","","12000","https://image.aladin.co.kr/product/28249/6/cover/8900465872_1.jpg","지문 독해-지문 분석-어휘 학습 3단계 독해 훈련이 가능한 교재다. 학년별 10개 영역으로 세분화된 지문으로 깊이 있는 독해 학습이 가능하다. 다양한 배경지식.어휘 응용 학습이 가능하도록 구성하였다.","","빠작초등국어비문학독해4단계3,4학년바른독해법으로훈련하는초등비문학독해기본서","구주영지은이","2021-11-05","Y","Y",""
"6352600","9788900465884","5","빠작 초등 국어 비문학 독해 5단계 (5,6학년) - 바른 독해법으로 훈련하는 초등 비문학 독해 기본서","구주영 (지은이)","동아출판","","","12000","https://image.aladin.co.kr/product/28249/6/cover/8900465880_1.jpg","지문 독해-지문 분석-어휘 학습 3단계 독해 훈련이 가능한 교재다. 학년별 10개 영역으로 세분화된 지문으로 깊이 있는 독해 학습이 가능하다. 다양한 배경지식.어휘 응용 학습이 가능하도록 구성하였다.","","빠작초등국어비문학독해5단계5,6학년바른독해법으로훈련하는초등비문학독해기본서","구주영지은이","2021-11-05","Y","Y",""
"6352601","9788900465891","6","빠작 초등 국어 비문학 독해 6단계 (5,6학년) - 바른 독해법으로 훈련하는 초등 비문학 독해 기본서","구주영 (지은이)","동아출판","","","12000","https://image.aladin.co.kr/product/28249/6/cover/8900465899_1.jpg","지문 독해-지문 분석-어휘 학습 3단계 독해 훈련이 가능한 교재다. 학년별 10개 영역으로 세분화된 지문으로 깊이 있는 독해 학습이 가능하다. 다양한 배경지식.어휘 응용 학습이 가능하도록 구성하였다.","","빠작초등국어비문학독해6단계5,6학년바른독해법으로훈련하는초등비문학독해기본서","구주영지은이","2021-11-05","Y","Y",""
"6352602","9791125963691","2","수학리더 연산 2A (2022년) - 쉽고 빠른 드릴 연산서","최용준, 해법수학연구회 (지은이)","천재교육","","","10000","https://image.aladin.co.kr/product/28210/17/cover/k272835179_1.jpg","연산 반복 학습으로 연산력을 키울 수 있도록 하였다. 다양한 유형의 문제를 접할 수 있도록 구성하였고 문장 읽고 계산식 세우는 문제를 통하여 연산 문제를 어떻게 생활 속에 적용하고 해결할 수 있는지 알아볼 수 있다. ","","수학리더연산2a2022년쉽고빠른드릴연산서","최용준,해법수학연구회지은이","2021-10-27","Y","Y",""
"6352603","9791125963707","3","수학리더 연산 3A (2022년) - 쉽고 빠른 드릴 연산서","최용준, 해법수학연구회 (지은이)","천재교육","","","10000","https://image.aladin.co.kr/product/28210/25/cover/k712835179_1.jpg","연산 반복 학습으로 연산력을 키울 수 있도록 하였다. 다양한 유형의 문제를 접할 수 있도록 구성하였고 문장 읽고 계산식 세우는 문제를 통하여 연산 문제를 어떻게 생활 속에 적용하고 해결할 수 있는지 알아볼 수 있다.","","수학리더연산3a2022년쉽고빠른드릴연산서","최용준,해법수학연구회지은이","2021-10-27","Y","Y",""
"6352604","9791125963714","4","수학리더 연산 4A (2022년) - 쉽고 빠른 드릴 연산서","최용준, 해법수학연구회 (지은이)","천재교육","","","10000","https://image.aladin.co.kr/product/28210/25/cover/k862835179_1.jpg","연산 반복 학습으로 연산력을 키울 수 있도록 하였다. 다양한 유형의 문제를 접할 수 있도록 구성하였고 문장 읽고 계산식 세우는 문제를 통하여 연산 문제를 어떻게 생활 속에 적용하고 해결할 수 있는지 알아볼 수 있다.","","수학리더연산4a2022년쉽고빠른드릴연산서","최용준,해법수학연구회지은이","2021-10-27","Y","Y",""
"6352605","9791125963721","5","수학리더 연산 5A (2022년) - 쉽고 빠른 드릴 연산서","최용준, 해법수학연구회 (지은이)","천재교육","","","10000","https://image.aladin.co.kr/product/28210/17/cover/k372835179_1.jpg","연산 반복 학습으로 연산력을 키울 수 있도록 하였다. 다양한 유형의 문제를 접할 수 있도록 구성하였고 문장 읽고 계산식 세우는 문제를 통하여 연산 문제를 어떻게 생활 속에 적용하고 해결할 수 있는지 알아볼 수 있다.","","수학리더연산5a2022년쉽고빠른드릴연산서","최용준,해법수학연구회지은이","2021-10-27","Y","Y",""
"6352606","9791125963738","6","수학리더 연산 6A (2022년) - 쉽고 빠른 드릴 연산서","최용준, 해법수학연구회 (지은이)","천재교육","","","10000","https://image.aladin.co.kr/product/28210/20/cover/k452835179_1.jpg","연산 반복 학습으로 연산력을 키울 수 있도록 하였다. 다양한 유형의 문제를 접할 수 있도록 구성하였고 문장 읽고 계산식 세우는 문제를 통하여 연산 문제를 어떻게 생활 속에 적용하고 해결할 수 있는지 알아볼 수 있다.","","수학리더연산6a2022년쉽고빠른드릴연산서","최용준,해법수학연구회지은이","2021-10-27","Y","Y",""
"6352607","9791125336358","22","수심달(수학에 심장을 달다) 해석편 중등 2-2 (2021년)","이충안 (지은이)","NE능률(참고서)","","","17000","https://image.aladin.co.kr/product/27902/23/cover/k602734404_1.jpg","명확한 개념학습을 바탕으로 문제를 풀기 위해 필요한 개념을 체크하고, 개념에서 조건을 찾아 효율적인 방법을 선택하여 연산과정을 거쳐 답을 내는 문제 풀이 과정을 가장 디테일하게 다룬 교재이다.","","수심달수학에심장을달다해석편중등222021년","이충안지은이","2021-08-27","Y","Y",""
"6352608","9791125336365","32","수심달(수학에 심장을 달다) 해석편 중등 3-2 (2021년)","장재혁 (지은이)","NE능률(참고서)","","","17000","https://image.aladin.co.kr/product/27902/26/cover/k932734405_1.jpg","명확한 개념학습을 바탕으로 문제를 풀기 위해 필요한 개념을 체크하고, 개념에서 조건을 찾아 효율적인 방법을 선택하여 연산과정을 거쳐 답을 내는 문제 풀이 과정을 가장 디테일하게 다룬 교재이다. 수심달 스마트페이지를 통해 학습 데이터를 기록하고 분석하여 최적화된 학습 로드를 제공한다.","","수심달수학에심장을달다해석편중등322021년","장재혁지은이","2021-08-27","Y","Y",""
"6352609","9788968327018","2","전국 영어/수학 학력 경시대회 수학 기출문제집 전기 : 중등2","(주)하늘교육경시연구회 (지은이)","종로학원하늘교육","","","17000","https://image.aladin.co.kr/product/28337/69/cover/8968327017_1.jpg","전국 수학학력경시대회는 초·중·고교 학생들을 대상으로 기초과학의 근간이 되는 수학에 대한 자질을 확인하고 계발시키고자 하는 전국단위 수학경시대회로 시기에 따라 전기와 후기로 구본된다. 이 기출문제집은 최근 10개년도 전기 시험의 기출문제가 통계자료와 함께 수록되어 있다.","","전국영어수학학력경시대회수학기출문제집전기중등2","주하늘교육경시연구회지은이","2021-11-01","Y","Y",""
"6352610","9788968327025","3","전국 영어/수학 학력 경시대회 수학 기출문제집 전기 : 중등3","(주)하늘교육경시연구회 (지은이)","종로학원하늘교육","","","17000","https://image.aladin.co.kr/product/28337/74/cover/8968327025_1.jpg","전국 수학학력경시대회는 초·중·고교 학생들을 대상으로 기초과학의 근간이 되는 수학에 대한 자질을 확인하고 계발시키고자 하는 전국단위 수학경시대회로 시기에 따라 전기와 후기로 구본된다. 이 기출문제집은 최근 10개년도 전기 시험의 기출문제가 통계자료와 함께 수록되어 있다.","","전국영어수학학력경시대회수학기출문제집전기중등3","주하늘교육경시연구회지은이","2021-11-01","Y","Y",""
"6352611","9788900464658","21","빨리 이해하는 중학 수학 개념 기본서 2-1 (2022년) - 2015 개정 교육과정","동아출판㈜ 수학교과서팀 (지은이)","동아출판","","","15000","https://image.aladin.co.kr/product/27967/18/cover/8900464655_1.jpg","탄탄한 개념에 코칭을 더한 책으로, 기본이 탄탄해지는 동아출판 중학 수학 개념기본서다. 기초·개념·집중 3-WAY 코칭으로 개념을 확실하게! 코칭 개념북과 매칭 워크북으로 빈틈없이 개념 적용 학습, 15개정 교육과정에 맞춘 창의·융합 이야기 수록하였다.","","빨리이해하는중학수학개념기본서212022년2015개정교육과정","동아출판수학교과서팀지은이","2021-09-05","Y","Y",""
"6352612","9788900464696","31","빨리 이해하는 중학 수학 개념 기본서 3-1 (2022년) - 2015 개정 교육과정","동아출판㈜ 수학교과서팀 (지은이)","동아출판","","","15000","https://image.aladin.co.kr/product/27967/43/cover/8900464698_1.jpg","한눈에 볼 수 있는 상세한 개념 설명과 세분화된 개념 설명인 기초, 개념, 집중 코칭을 통해 개념을 쉽게 이해할 수 있으며, 개념 확인 문제부터 단계적으로 제시한 문제들을 통해 실력을 한 단계 업그레이드한다.","","빨리이해하는중학수학개념기본서312022년2015개정교육과정","동아출판수학교과서팀지은이","2021-09-05","Y","Y",""
"6352613","9788900465730","2","빠작 초등 국어 문학 독해 2단계 (1,2학년) - 바른 감상법으로 훈련하는 초등 문학 독해 기본서","구주영 (지은이)","동아출판","","","12000","https://image.aladin.co.kr/product/28211/66/cover/8900465732_1.jpg","1~2학년 필수 작품 20편을 엄선하여 수록하였다. 창작 동화, 전래 동화, 외국 동화, 동시, 동요, 수필, 희곡 등 다양한 갈래의 온작품을 읽고 독해할 수 있다. [1. 갈래, 중심 내용, 중심 소재 파악]-[2~3. 세부 내용, 표현, 어휘 이해]-[4. 적용 및 추론, 감상]의 구조화한 4문항으로 구성하였다.","","빠작초등국어문학독해2단계1,2학년바른감상법으로훈련하는초등문학독해기본서","구주영지은이","2021-10-30","Y","Y",""
"6352614","9788900465747","3","빠작 초등 국어 문학 독해 3단계 (3,4학년) - 바른 감상법으로 훈련하는 초등 문학 독해 기본서","구주영 (지은이)","동아출판","","","12000","https://image.aladin.co.kr/product/28211/66/cover/8900465740_1.jpg","3~4학년 필수 작품 20편을 엄선하여 수록하였다. 창작 동화, 전래 동화, 외국 동화, 동시, 동요, 수필, 희곡 등 다양한 갈래의 온작품을 읽고 독해할 수 있다. [1. 갈래, 중심 내용, 중심 소재 파악]-[2~3. 세부 내용, 표현, 어휘 이해]-[4. 적용 및 추론, 감상]의 구조화한 4문항으로 구성하였다.","","빠작초등국어문학독해3단계3,4학년바른감상법으로훈련하는초등문학독해기본서","구주영지은이","2021-10-30","Y","Y",""
"6352615","9788900465754","4","빠작 초등 국어 문학 독해 4단계 (3,4학년) - 바른 감상법으로 훈련하는 초등 문학 독해 기본서","구주영 (지은이)","동아출판","","","12000","https://image.aladin.co.kr/product/28211/64/cover/8900465759_1.jpg","3~4학년 필수 작품 20편을 엄선하여 수록하였다. 창작 동화, 전래 동화, 외국 동화, 동시, 동요, 수필, 희곡 등 다양한 갈래의 온작품을 읽고 독해할 수 있다.","","빠작초등국어문학독해4단계3,4학년바른감상법으로훈련하는초등문학독해기본서","구주영지은이","2021-10-30","Y","Y",""
"6352616","9788900465556","21","백점 초등 수학 2-1 (2022년) - 강의가 더해진, 교과서 맞춤 학습","동아출판(참고서) 편집부 (지은이)","동아출판","","","15000","https://image.aladin.co.kr/product/28126/54/cover/8900465554_1.jpg","과목별 맞춤 학습과 동영상 강의로 더욱 강력해진 백점 시리즈! 문제 풀이 동영상 강의를 무료 제공한다. 백점맞는 수학의 WHY 학습법은 수학의 개념 원리를 이해하는 학습법을 반영하여 What, How, Why의 3가지로 수학의 원리를 재미있게 이해할 수 있도록 개념 설명을 이야기로 구성하였다.","","백점초등수학212022년강의가더해진,교과서맞춤학습","동아출판참고서편집부지은이","2021-10-10","Y","Y",""
