SEQ_NO,ISBN_THIRTEEN_NO,VLM_NM,TITLE_NM,AUTHR_NM,PUBLISHER_NM,PBLICTE_DE,ADTION_SMBL_NM,PRC_VALUE,IMAGE_URL,BOOK_INTRCN_CN,KDC_NM,TITLE_SBST_NM,AUTHR_SBST_NM,TWO_PBLICTE_DE,INTNT_BOOKST_BOOK_EXST_AT,PORTAL_SITE_BOOK_EXST_AT,ISBN_NO
"6352553","9791125959922","3","똑똑한 하루 계산 3A - 혼자 공부하는 4주 완성 연산서, 3학년 수준","해법수학연구회, 최용준 (지은이)","천재교육","","","12000","https://image.aladin.co.kr/product/26203/98/cover/k042738181_1.jpg","반드시 알아야 할 개념을 만화로 쉽게 이해할 수 있으며, 계산 원리와 방법이 한눈에 쏙 들어온다. 기초집중연습 코너에서 생활 속 계산 연습과 문장 읽고 식 세우는 연습도 한다. 한 주에 배운 내용을 테스트로 마무리할 수 있으며, 창의융합코딩 문제도 도전할 수 있다.","","똑똑한하루계산3a혼자공부하는4주완성연산서,3학년수준","해법수학연구회,최용준지은이","2021-01-21","Y","Y",""
"6352554","9791125959939","4","똑똑한 하루 계산 4A - 혼자 공부하는 4주 완성 연산서, 4학년 수준","최용준, 해법수학연구회 (지은이)","천재교육","","","12000","https://image.aladin.co.kr/product/26203/96/cover/k052738181_1.jpg","혼자 공부하는 4주 완성 연산서다. 반드시 알아야 할 개념을 만화로 쉽게 이해할 수 있으며, 계산 원리와 방법이 한눈에 쏙 들어온다. 기초집중연습 코너에서 생활 속 계산 연습과 문장 읽고 식 세우는 연습도 할 수 있다. 한 주에 배운 내용을 테스트로 마무리하고, 창의융합코딩 문제도 도전할 수 있다.","","똑똑한하루계산4a혼자공부하는4주완성연산서,4학년수준","최용준,해법수학연구회지은이","2021-01-21","Y","Y",""
"6352555","9791125959946","5","똑똑한 하루 계산 5A - 혼자 공부하는 4주 완성 연산서, 5학년 수준","최용준, 해법수학연구회 (지은이)","천재교육","","","12000","https://image.aladin.co.kr/product/26203/98/cover/k092738181_1.jpg","혼자 공부하는 4주 완성 연산서다. 반드시 알아야 할 개념을 만화로 쉽게 이해할 수 있으며, 계산 원리와 방법이 한눈에 쏙 들어온다. 기초집중연습 코너에서 생활 속 계산 연습과 문장 읽고 식 세우는 연습도 할 수 있다. 한 주에 배운 내용을 테스트로 마무리하고, 창의융합코딩 문제도 도전할 수 있다.","","똑똑한하루계산5a혼자공부하는4주완성연산서,5학년수준","최용준,해법수학연구회지은이","2021-01-21","Y","Y",""
"6352556","9791125959953","6","똑똑한 하루 계산 6A - 혼자 공부하는 4주 완성 연산서, 6학년 수준","최용준, 해법수학연구회 (지은이)","천재교육","","","12000","https://image.aladin.co.kr/product/26203/99/cover/k162738181_1.jpg","혼자 공부하는 4주 완성 연산서다. 반드시 알아야 할 개념을 만화로 쉽게 이해할 수 있으며, 계산 원리와 방법이 한눈에 쏙 들어온다. 기초집중연습 코너에서 생활 속 계산 연습과 문장 읽고 식 세우는 연습도 할 수 있다. 한 주에 배운 내용을 테스트로 마무리하고, 창의융합코딩 문제도 도전할 수 있다.","","똑똑한하루계산6a혼자공부하는4주완성연산서,6학년수준","최용준,해법수학연구회지은이","2021-01-21","Y","Y",""
"6352557","9791125961420","2","똑똑한 하루 사고력 2B - 창의·융합·서술·코딩, 2학년 수준","해법수학연구회, 최용준 (지은이)","천재교육","","","14000","https://image.aladin.co.kr/product/26994/52/cover/k182730729_1.jpg","똑똑한 하루 사고력은 4주 완성 사고력학습의 입문서이다. 아이들이 꼭 알아야하는 필수 사고력 유형을 담아냈으며 기존의 딱딱하고 어려운 사고력 공부가 아닌 재미와 흥미로 아이들 스스로가 학습할 수 있도록 구성되어 있다. ","","똑똑한하루사고력2b창의융합서술코딩,2학년수준","해법수학연구회,최용준지은이","2021-04-22","Y","Y",""
"6352558","9791125961437","3","똑똑한 하루 사고력 3B - 창의·융합·서술·코딩, 3학년 수준","해법수학연구회, 최용준 (지은이)","천재교육","","","14000","https://image.aladin.co.kr/product/26994/52/cover/k122730729_1.jpg","똑똑한 하루 사고력은 4주 완성 사고력학습의 입문서이다. 아이들이 꼭 알아야하는 필수 사고력 유형을 담아냈으며 기존의 딱딱하고 어려운 사고력 공부가 아닌 재미와 흥미로 아이들 스스로가 학습할 수 있도록 구성되어 있다. ","","똑똑한하루사고력3b창의융합서술코딩,3학년수준","해법수학연구회,최용준지은이","2021-04-22","Y","Y",""
"6352559","9791125961444","4","똑똑한 하루 사고력 4B - 창의.융합.서술.코딩, 4학년 수준","최용준, 해법수학연구회 (지은이)","천재교육","","","14000","https://image.aladin.co.kr/product/26994/46/cover/k052730729_1.jpg","4주 완성 사고력학습의 입문서이다. 아이들이 꼭 알아야하는 필수 사고력 유형을 담아냈으며, 재미와 흥미로 아이들 스스로가 학습할 수 있도록 구성되어 있다. 제공되는 스케줄에 따라 하루 6쪽씩 풀다보면 어떤 문제가 주어지더라도 해결할 수 있는 기본 사고력을 키울 수 있다.","","똑똑한하루사고력4b창의융합서술코딩,4학년수준","최용준,해법수학연구회지은이","2021-04-22","Y","Y",""
"6352560","9791125961451","5","똑똑한 하루 사고력 5B - 창의.융합.서술.코딩, 5학년 수준","최용준, 해법수학연구회 (지은이)","천재교육","","","14000","https://image.aladin.co.kr/product/26994/46/cover/k922730729_1.jpg","4주 완성 사고력학습의 입문서이다. 아이들이 꼭 알아야하는 필수 사고력 유형을 담아냈으며, 재미와 흥미로 아이들 스스로가 학습할 수 있도록 구성되어 있다. 제공되는 스케줄에 따라 하루 6쪽씩 풀다보면 어떤 문제가 주어지더라도 해결할 수 있는 기본 사고력을 키울 수 있다.","","똑똑한하루사고력5b창의융합서술코딩,5학년수준","최용준,해법수학연구회지은이","2021-04-22","Y","Y",""
"6352561","9791125961468","6","똑똑한 하루 사고력 6B - 창의.융합.서술.코딩, 6학년 수준","최용준, 해법수학연구회 (지은이)","천재교육","","","14000","https://image.aladin.co.kr/product/26994/46/cover/k912730729_1.jpg","4주 완성 사고력학습의 입문서이다. 아이들이 꼭 알아야하는 필수 사고력 유형을 담아냈으며, 재미와 흥미로 아이들 스스로가 학습할 수 있도록 구성되어 있다. 제공되는 스케줄에 따라 하루 6쪽씩 풀다보면 어떤 문제가 주어지더라도 해결할 수 있는 기본 사고력을 키울 수 있다.","","똑똑한하루사고력6b창의융합서술코딩,6학년수준","최용준,해법수학연구회지은이","2021-04-22","Y","Y",""
"6352562","9788900464092","2","빠작 중학 국어 문학×비문학 독해 2 - 문학 독해력과 비문학 독해력을 함께 키우는 독해 기본서","박종혁 (지은이)","동아출판","","","13000","https://image.aladin.co.kr/product/28141/43/cover/8900464094_1.jpg","문학 독해력과 비문학 독해력을 함께 키우는 독해 기본서. 문학ㆍ비문학 교차 학습을 통해 문학 독해력과 비문학 독해력을 함께 키울 수 있는 중학생용 국어 독해 교재이다.","","빠작중학국어문학비문학독해2문학독해력과비문학독해력을함께키우는독해기본서","박종혁지은이","2021-10-15","Y","Y",""
"6352563","9788900464115","3","빠작 중학 국어 문학×비문학 독해 3 - 문학 독해력과 비문학 독해력을 함께 키우는 독해 기본서","박종혁 (지은이)","동아출판","","","13000","https://image.aladin.co.kr/product/28141/43/cover/8900464116_1.jpg","문학 독해력과 비문학 독해력을 함께 키우는 독해 기본서. 문학ㆍ비문학 교차 학습을 통해 문학 독해력과 비문학 독해력을 함께 키울 수 있는 중학생용 국어 독해 교재이다.","","빠작중학국어문학비문학독해3문학독해력과비문학독해력을함께키우는독해기본서","박종혁지은이","2021-10-15","Y","Y",""
"6352564","9788965822769","2","중학교 역사","지은이: 이익주,나일수,박찬영,송영심,차주호,위지숙,이화영,정대연,최서연","리베르스쿨","","","","","","","중학교역사","지은이이익주,나일수,박찬영,송영심,차주호,위지숙,이화영,정대연,최서연","","Y","Y",""
"6352565","9791125336136","2","세 마리 토끼 잡는 초등 독해력 C2 (초등 3-1)","강영주, 김경선, 한화주, 한현주, 이현정 (지은이)","NE능률(참고서)","","","10500","https://image.aladin.co.kr/product/27416/93/cover/k242732557_1.jpg","초등 교과와 연계된 글을 사실 독해, 추론 독해, 문제 해결 독해의 3가지 독해 방법으로 학습하여 교과 자신감과 독해 능력을 키우는 교재다.","","세마리토끼잡는초등독해력c2초등31","강영주,김경선,한화주,한현주,이현정지은이","2021-06-15","Y","Y",""
"6352566","9791125960782","2","똑똑한 하루 계산 2B - 혼자 공부하는 4주 완성 연산서, 2학년 수준","해법수학연구회, 최용준 (지은이)","천재교육","","","12000","https://image.aladin.co.kr/product/26994/51/cover/k042730729_1.jpg","혼자 공부하는 4주 완성 연산서다. 반드시 알아야 할 개념을 만화로 쉽게 이해할 수 있으며, 계산 원리와 방법이 한눈에 쏙 들어온다. 기초집중연습 코너에서 생활 속 계산 연습과 문장 읽고 식 세우는 연습도 할 수 있다.","","똑똑한하루계산2b혼자공부하는4주완성연산서,2학년수준","해법수학연구회,최용준지은이","2021-04-22","Y","Y",""
"6352567","9791125960799","3","똑똑한 하루 계산 3B - 혼자 공부하는 4주 완성 연산서, 3학년 수준","해법수학연구회, 최용준 (지은이)","천재교육","","","12000","https://image.aladin.co.kr/product/26994/54/cover/k372730729_1.jpg","혼자 공부하는 4주 완성 연산서다. 반드시 알아야 할 개념을 만화로 쉽게 이해할 수 있으며, 계산 원리와 방법이 한눈에 쏙 들어온다. 기초집중연습 코너에서 생활 속 계산 연습과 문장 읽고 식 세우는 연습도 할 수 있다. 한 주에 배운 내용을 테스트로 마무리하고, 창의융합코딩 문제도 도전할 수 있다.","","똑똑한하루계산3b혼자공부하는4주완성연산서,3학년수준","해법수학연구회,최용준지은이","2021-04-22","Y","Y",""
"6352568","9791125960805","4","똑똑한 하루 계산 4B - 혼자 공부하는 4주 완성 연산서, 4학년 수준","해법수학연구회, 최용준 (지은이)","천재교육","","","12000","https://image.aladin.co.kr/product/26994/56/cover/k492730729_1.jpg","혼자 공부하는 4주 완성 연산서다. 반드시 알아야 할 개념을 만화로 쉽게 이해할 수 있으며, 계산 원리와 방법이 한눈에 쏙 들어온다. 기초집중연습 코너에서 생활 속 계산 연습과 문장 읽고 식 세우는 연습도 할 수 있다. 한 주에 배운 내용을 테스트로 마무리하고, 창의융합코딩 문제도 도전할 수 있다.","","똑똑한하루계산4b혼자공부하는4주완성연산서,4학년수준","해법수학연구회,최용준지은이","2021-04-22","Y","Y",""
"6352569","9791125960812","5","똑똑한 하루 계산 5B - 혼자 공부하는 4주 완성 연산서, 5학년 수준","최용준, 해법수학연구회 (지은이)","천재교육","","","12000","https://image.aladin.co.kr/product/26994/54/cover/k392730729_1.jpg","혼자 공부하는 4주 완성 연산서다. 반드시 알아야 할 개념을 만화로 쉽게 이해할 수 있으며, 계산 원리와 방법이 한눈에 쏙 들어온다. 기초집중연습 코너에서 생활 속 계산 연습과 문장 읽고 식 세우는 연습도 할 수 있다.","","똑똑한하루계산5b혼자공부하는4주완성연산서,5학년수준","최용준,해법수학연구회지은이","2021-04-22","Y","Y",""
"6352570","9791125960829","6","똑똑한 하루 계산 6B - 혼자 공부하는 4주 완성 연산서, 6학년 수준","최용준, 해법수학연구회 (지은이)","천재교육","","","12000","https://image.aladin.co.kr/product/26994/56/cover/k482730729_1.jpg","혼자 공부하는 4주 완성 연산서다. 반드시 알아야 할 개념을 만화로 쉽게 이해할 수 있으며, 계산 원리와 방법이 한눈에 쏙 들어온다. 기초집중연습 코너에서 생활 속 계산 연습과 문장 읽고 식 세우는 연습도 할 수 있다.","","똑똑한하루계산6b혼자공부하는4주완성연산서,6학년수준","최용준,해법수학연구회지은이","2021-04-22","Y","Y",""
"6352571","9791125336112","2","세 마리 토끼 잡는 초등 독해력 B2 (초등 2-2)","강영주, 김경선, 한화주, 한현주, 이현정 (지은이)","NE능률(참고서)","","","10500","https://image.aladin.co.kr/product/27416/92/cover/k292732557_1.jpg","초등 교과와 연계된 글을 사실 독해, 추론 독해, 문제 해결 독해의 3가지 독해 방법으로 학습하여 교과 자신감과 독해 능력을 키우는 교재다.","","세마리토끼잡는초등독해력b2초등22","강영주,김경선,한화주,한현주,이현정지은이","2021-06-15","Y","Y",""
"6352572","9788968326950","2","전국 영어/수학 학력 경시대회 수학 기출문제집 전기 : 초등2","(주)하늘교육경시연구회 (지은이)","종로학원하늘교육","","","17000","https://image.aladin.co.kr/product/28337/73/cover/8968326959_1.jpg","최근 10개년도 전기 시험의 기출문제가 통계자료와 함께 수록되어 있다. 본 기출문제집을 통해 문제의 유형과 난이도를 이해하고, 본인의 실력을 파악한다면 경시대회 준비에 큰 도움이 될 것이다.","","전국영어수학학력경시대회수학기출문제집전기초등2","주하늘교육경시연구회지은이","2021-11-01","Y","Y",""
"6352573","9788968326967","3","전국 영어/수학 학력 경시대회 수학 기출문제집 전기 : 초등3","(주)하늘교육경시연구회 (지은이)","종로학원하늘교육","","","17000","https://image.aladin.co.kr/product/28337/79/cover/8968326967_1.jpg","최근 10개년도 전기 시험의 기출문제가 통계자료와 함께 수록되어 있다. 본 기출문제집을 통해 문제의 유형과 난이도를 이해하고, 본인의 실력을 파악한다면 경시대회 준비에 큰 도움이 될 것이다.","","전국영어수학학력경시대회수학기출문제집전기초등3","주하늘교육경시연구회지은이","2021-11-01","Y","Y",""
"6352574","9788968326974","4","전국 영어/수학 학력 경시대회 수학 기출문제집 전기 : 초등4","(주)하늘교육경시연구회 (지은이)","종로학원하늘교육","","","17000","https://image.aladin.co.kr/product/28337/81/cover/8968326975_1.jpg","최근 10개년도 전기 시험의 기출문제가 통계자료와 함께 수록되어 있다. 본 기출문제집을 통해 문제의 유형과 난이도를 이해하고, 본인의 실력을 파악한다면 경시대회 준비에 큰 도움이 될 것이다.","","전국영어수학학력경시대회수학기출문제집전기초등4","주하늘교육경시연구회지은이","2021-11-01","Y","Y",""
"6352575","9788968326981","5","전국 영어/수학 학력 경시대회 수학 기출문제집 전기 : 초등5","(주)하늘교육경시연구회 (지은이)","종로학원하늘교육","","","17000","https://image.aladin.co.kr/product/28337/81/cover/8968326983_1.jpg","최근 10개년도 전기 시험의 기출문제가 통계자료와 함께 수록되어 있다. 본 기출문제집을 통해 문제의 유형과 난이도를 이해하고, 본인의 실력을 파악한다면 경시대회 준비에 큰 도움이 될 것이다.","","전국영어수학학력경시대회수학기출문제집전기초등5","주하늘교육경시연구회지은이","2021-11-01","Y","Y",""
"6352576","9788968326998","6","전국 영어/수학 학력 경시대회 수학 기출문제집 전기 : 초등6","(주)하늘교육경시연구회 (지은이)","종로학원하늘교육","","","17000","https://image.aladin.co.kr/product/28337/72/cover/8968326991_1.jpg","전국 수학학력경시대회는 초·중·고교 학생들을 대상으로 기초과학의 근간이 되는 수학에 대한 자질을 확인하고 계발시키고자 하는 전국단위 수학경시대회로 시기에 따라 전기와 후기로 구분된다. 최근 10개년도 전기 시험의 기출문제가 통계자료와 함께 수록되어 있다.","","전국영어수학학력경시대회수학기출문제집전기초등6","주하늘교육경시연구회지은이","2021-11-01","Y","Y",""
"6352577","9788900464757","21","큐브수학 개념 초등 수학 2-1 (2022년) - 기본을 다지는 교과서 중심 개념서","동아출판(참고서) 편집부 (지은이)","동아출판","","","14500","https://image.aladin.co.kr/product/27970/50/cover/8900464752_1.jpg","쉽고 재미있는 개념 설명과 개념 반복 학습으로 교과서 개념을 탄탄히 다질 수 있고, 특별 부록(매칭북)으로 기초력을 향상시킬 수 있는 학습지와 수학 익힘 유사 문제가 제공된다. 교과 역량 문제를 통해 초등 수학 핵심 역량을 강화할 수 있다.","","큐브수학개념초등수학212022년기본을다지는교과서중심개념서","동아출판참고서편집부지은이","2021-09-20","Y","Y",""
"6352578","9788900464771","31","큐브수학 개념 초등 수학 3-1 (2022년) - 기본을 다지는 교과서 중심 개념서","동아출판(참고서) 편집부 (지은이)","동아출판","","","15000","https://image.aladin.co.kr/product/27970/50/cover/8900464779_1.jpg","수학 1등 되는 큐브수학 시리즈 교과서 중심 개념서. 2022 새 교과서 완벽 반영! 수학 1등 되는 큐브수학 시리즈. 개념 설명 동영상 강의, 익힘 문제 풀이, 서술형 문제 풀이 동영상 강의를 무료 제공한다.","","큐브수학개념초등수학312022년기본을다지는교과서중심개념서","동아출판참고서편집부지은이","2021-09-20","Y","Y",""
"6352579","9788900464795","41","큐브수학 개념 초등 수학 4-1 (2022년) - 기본을 다지는 교과서 중심 개념서","동아출판(참고서) 편집부 (지은이)","동아출판","","","15000","https://image.aladin.co.kr/product/27970/50/cover/8900464795_1.jpg","수학 1등 되는 큐브수학 시리즈 교과서 중심 개념서. 2022 새 교과서 완벽 반영! 수학 1등 되는 큐브수학 시리즈. 개념 설명 동영상 강의, 익힘 문제 풀이, 서술형 문제 풀이 동영상 강의를 무료 제공한다.","","큐브수학개념초등수학412022년기본을다지는교과서중심개념서","동아출판참고서편집부지은이","2021-09-20","Y","Y",""
"6352580","9788900464818","51","큐브수학 개념 초등 수학 5-1 (2022년) - 기본을 다지는 교과서 중심 개념서","동아출판(참고서) 편집부 (지은이)","동아출판","","","15000","https://image.aladin.co.kr/product/27970/52/cover/8900464817_1.jpg","2022 새 교과서 완벽 반영. 개념 설명 동영상 강의, 익힘 문제 풀이, 서술형 문제 풀이 동영상 강의 무료 제공. 쉽고 재미있는 개념 설명과 개념 반복 학습으로 교과서 개념을 탄탄히 다질 수 있고, 특별 부록(매칭북)으로 기초력을 향상시킬 수 있는 학습지와 수학 익힘 유사 문제가 제공된다.","","큐브수학개념초등수학512022년기본을다지는교과서중심개념서","동아출판참고서편집부지은이","2021-09-20","Y","Y",""
"6352581","9788900464832","61","큐브수학 개념 초등 수학 6-1 (2022년) - 기본을 다지는 교과서 중심 개념서","동아출판(참고서) 편집부 (지은이)","동아출판","","","15000","https://image.aladin.co.kr/product/27970/53/cover/8900464833_1.jpg","2022 새 교과서 완벽 반영. 개념 설명 동영상 강의, 익힘 문제 풀이, 서술형 문제 풀이 동영상 강의 무료 제공. 쉽고 재미있는 개념 설명과 개념 반복 학습으로 교과서 개념을 탄탄히 다질 수 있고, 특별 부록(매칭북)으로 기초력을 향상시킬 수 있는 학습지와 수학 익힘 유사 문제가 제공된다.","","큐브수학개념초등수학612022년기본을다지는교과서중심개념서","동아출판참고서편집부지은이","2021-09-20","Y","Y",""
"6352582","9788900465389","2","그래머 클라우드 3000제 Level 2 - 문제로 쉬워지는 중학영문법","동아영어콘텐츠연구팀 (지은이)","동아출판","","","14000","https://image.aladin.co.kr/product/28176/68/cover/8900465384_1.jpg","시각적으로 문법을 정리하고 단계별 학습을 통해 영문법의 개념을 잡을 수 있도록 구성한 문제 중심 중학영문법 교재이다. 핵심 문법 Point와 연습 문제로 자연스럽게 개념 이해을 이해하고, 3단계 개념완성 Test로 유형별 문제와 서술형까지 집중 훈련한다.","","그래머클라우드3000제level2문제로쉬워지는중학영문법","동아영어콘텐츠연구팀지은이","2021-10-20","Y","Y",""
"6352583","9788900465402","3","그래머 클라우드 3000제 Level 3 - 문제로 쉬워지는 중학영문법","동아영어콘텐츠연구팀 (지은이)","동아출판","","","14000","https://image.aladin.co.kr/product/28176/69/cover/8900465406_1.jpg","시각적으로 문법을 정리하고 단계별 학습을 통해 영문법의 개념을 잡을 수 있도록 구성한 문제 중심 중학영문법 교재다.","","그래머클라우드3000제level3문제로쉬워지는중학영문법","동아영어콘텐츠연구팀지은이","2021-10-20","Y","Y",""
"6352584","9791125336181","22","수심달(수학에 심장을 달다) 개념편 중등 2-2 (2021년)","위한결 (지은이)","NE능률(참고서)","","","17000","https://image.aladin.co.kr/product/27350/31/cover/k092732425_1.jpg","중등 수학 개념 완전 학습서로, 가능 빈칸채우기 및 다지선다형 문제를 통해 완벽한 개념 인지를 완성한다. '기본-응용-확장'의 3단계 철저한 개념학습훈련을 제공하고, 주어진 QR코드를 통해 교재 외에 추가 제공되는 부가 학습 자료를 이용할 수 있다.","","수심달수학에심장을달다개념편중등222021년","위한결지은이","2021-06-11","Y","Y",""
"6352585","9791125336198","32","수심달(수학에 심장을 달다) 개념편 중등 3-2 (2021년)","장재혁 (지은이)","NE능률(참고서)","","","17000","https://image.aladin.co.kr/product/27350/31/cover/k022732425_1.jpg","중등 수학 개념 완전 학습서로, 가능 빈칸채우기 및 다지선다형 문제를 통해 완벽한 개념 인지를 완성한다. '기본-응용-확장'의 3단계 철저한 개념학습훈련을 제공하고, 주어진 QR코드를 통해 교재 외에 추가 제공되는 부가 학습 자료를 이용할 수 있다.","","수심달수학에심장을달다개념편중등322021년","장재혁지은이","2021-06-11","Y","Y",""
"6352586","9791125962571","42","똑똑한 하루 사회 4-2 (2021년) - 기초 학습능력 강화 프로그램","천재교육 편집부 (지은이)","천재교육","","","14000","https://image.aladin.co.kr/product/27226/89/cover/k302732390_1.jpg","교과 용어를 쉽게 설명하여 기억하기 쉽고, 교과 이해력도 향상되도록 도와누다. 쉽게 익히고 오래 기억하자! 만화, 생생한 사진으로 흥미로운 탐구 학습이 가능하다. 하루 6쪽, 주 5일, 4주 학습. 쉽고 재미있게, 지루하지 않게, 한 학기 공부습관이 완성된다.","","똑똑한하루사회422021년기초학습능력강화프로그램","천재교육편집부지은이","2021-06-01","Y","Y",""
"6352587","9791125962588","52","똑똑한 하루 사회 5-2 (2021년) - 기초 학습능력 강화 프로그램","천재교육 편집부 (지은이)","천재교육","","","14000","https://image.aladin.co.kr/product/27226/84/cover/k292732390_1.jpg","교과 용어를 쉽게 설명하여 기억하기 쉽고, 교과 이해력도 향상된다. 만화, 생생한 사진으로 흥미로운 탐구 학습이 가능하다. 하루 6쪽, 주 5일, 4주 학습으로 쉽고 재미있게, 지루하지 않게, 한 학기 공부습관이 완성된다.","","똑똑한하루사회522021년기초학습능력강화프로그램","천재교육편집부지은이","2021-06-01","Y","Y",""
"6352588","9791125962595","62","똑똑한 하루 사회 6-2 (2021년) - 기초 학습능력 강화 프로그램","천재교육 편집부 (지은이)","천재교육","","","14000","https://image.aladin.co.kr/product/27226/85/cover/k222732390_1.jpg","교과 용어를 쉽게 설명하여 기억하기 쉽고, 교과 이해력도 향상된다. 만화, 생생한 사진으로 흥미로운 탐구 학습이 가능하다. 하루 6쪽, 주 5일, 4주 학습으로 쉽고 재미있게, 지루하지 않게, 한 학기 공부습관이 완성된다.","","똑똑한하루사회622021년기초학습능력강화프로그램","천재교육편집부지은이","2021-06-01","Y","Y",""
"6352589","9791125960720","22","똑똑한 하루 수학 2-2 (2021년) - 혼자 공부하는 4주 완성 개념서","해법수학연구회, 최용준 (지은이)","천재교육","","","13000","https://image.aladin.co.kr/product/26618/88/cover/k902739130_1.jpg","한 주에 5일씩 4주 완성 교재로, 만화를 통해 이번 주에 공부할 내용과 개념을 재미있고 쉽게 접근하고, 핵심 개념을 한눈에 시각적으로 알 수 있게 했다. 반드시 알아야 할 문제를 반복하여 완벽하게 익힌 후 테스트로 한 주를 마무리하는 구성이다.","","똑똑한하루수학222021년혼자공부하는4주완성개념서","해법수학연구회,최용준지은이","2021-03-03","Y","Y",""
"6352590","9791125960737","32","똑똑한 하루 수학 3-2 (2021년) - 혼자 공부하는 4주 완성 개념서","해법수학연구회, 최용준 (지은이)","천재교육","","","13000","https://image.aladin.co.kr/product/26618/88/cover/k932739130_1.jpg","한 주에 5일씩 4주 완성 교재로, 만화를 통해 이번 주에 공부할 내용과 개념을 재미있고 쉽게 접근하고, 핵심 개념을 한눈에 시각적으로 알 수 있게 했다. 반드시 알아야 할 문제를 반복하여 완벽하게 익힌 후 테스트로 한 주를 마무리하는 구성이다. ","","똑똑한하루수학322021년혼자공부하는4주완성개념서","해법수학연구회,최용준지은이","2021-03-03","Y","Y",""
"6352591","9791125960744","42","똑똑한 하루 수학 4-2 (2021년) - 혼자 공부하는 4주 완성 개념서","해법수학연구회, 최용준 (지은이)","천재교육","","","13000","https://image.aladin.co.kr/product/26618/91/cover/k062739130_1.jpg","혼자 공부하는 4주 완성 개념서로, 매일 6쪽씩 한 주에 5일로 4주 동안 학습하면서 스스로 올바른 공부 습관을 가지는 데 도움을 주는 교재이다. 단기 20일 동안 한 학기 내용을 쉽고 재미있게 공부할 수 있으며, 반드시 필요한 연산력과 이해력을 기를 수 있다.","","똑똑한하루수학422021년혼자공부하는4주완성개념서","해법수학연구회,최용준지은이","2021-03-03","Y","Y",""
"6352592","9791125960751","52","똑똑한 하루 수학 5-2 (2021년) - 혼자 공부하는 4주 완성 개념서","해법수학연구회, 최용준 (지은이)","천재교육","","","13000","https://image.aladin.co.kr/product/26618/91/cover/k002739130_1.jpg","혼자 공부하는 4주 완성 개념서로, 매일 6쪽씩 한 주에 5일로 4주 동안 학습하면서 스스로 올바른 공부 습관을 가지는 데 도움을 주는 교재이다. 단기 20일 동안 한 학기 내용을 쉽고 재미있게 공부할 수 있으며, 반드시 필요한 연산력과 이해력을 기를 수 있다.","","똑똑한하루수학522021년혼자공부하는4주완성개념서","해법수학연구회,최용준지은이","2021-03-03","Y","Y",""
"6352593","9791125960768","62","똑똑한 하루 수학 6-2 (2021년) - 혼자 공부하는 4주 완성 개념서","해법수학연구회, 최용준 (지은이)","천재교육","","","13000","https://image.aladin.co.kr/product/26618/92/cover/k022739130_1.jpg","혼자 공부하는 4주 완성 개념서로, 매일 6쪽씩 한 주에 5일로 4주 동안 학습하면서 스스로 올바른 공부 습관을 가지는 데 도움을 주는 교재이다. 단기 20일 동안 한 학기 내용을 쉽고 재미있게 공부할 수 있으며, 반드시 필요한 연산력과 이해력을 기를 수 있다.","","똑똑한하루수학622021년혼자공부하는4주완성개념서","해법수학연구회,최용준지은이","2021-03-03","Y","Y",""
"6352594","9791125962618","42","똑똑한 하루 과학 4-2 (2021년) - 기초 학습능력 강화 프로그램","천재교육 편집부 (지은이)","천재교육","","","14000","https://image.aladin.co.kr/product/27226/82/cover/k132732390_1.jpg","교과 용어를 쉽게 설명하여 기억하기 쉽고, 교과 이해력도 향상시킨다. 만화, 생생한 사진으로 흥미로운 탐구 학습을 할 수 있다. 하루 6쪽, 주 5일, 4주 학습을 할 수 있으며, 쉽고 재미있게, 지루하지 않게, 한 학기 공부습관을 완성할 수 있다.","","똑똑한하루과학422021년기초학습능력강화프로그램","천재교육편집부지은이","2021-06-01","Y","Y",""
"6352595","9791125962625","52","똑똑한 하루 과학 5-2 (2021년) - 기초 학습능력 강화 프로그램","천재교육 편집부 (지은이)","천재교육","","","14000","https://image.aladin.co.kr/product/27226/82/cover/k142732390_1.jpg","교과 용어를 쉽게 설명하여 기억하기 쉽고, 교과 이해력도 향상시킨다. 만화, 생생한 사진으로 흥미로운 탐구 학습을 할 수 있다. 하루 6쪽, 주 5일, 4주 학습을 할 수 있으며, 쉽고 재미있게, 지루하지 않게, 한 학기 공부습관을 완성할 수 있다.","","똑똑한하루과학522021년기초학습능력강화프로그램","천재교육편집부지은이","2021-06-01","Y","Y",""
"6352596","9791125962632","62","똑똑한 하루 과학 6-2 (2021년)","천재교육 편집부 (지은이)","천재교육","","","14000","https://image.aladin.co.kr/product/27226/81/cover/k192732390_1.jpg","교과 용어를 쉽게 설명하여 기억하기 쉽고, 교과 이해력도 향상된다. 만화, 생생한 사진으로 흥미로운 탐구 학습이 가능하다. 하루 6쪽, 주 5일, 4주 학습으로 쉽고 재미있게, 지루하지 않게, 한 학기 공부습관이 완성된다.","","똑똑한하루과학622021년","천재교육편집부지은이","2021-06-01","Y","Y",""
